25980,"GA,Hinesville"
19780,"IA,Des Moines West Des Moines"
76750,"ME,Portland South Portland"
16820,"VA,Charlottesville"
18700,"OR,Corvallis"
20994,"IL,Elgin"
47664,"MI,Warren Troy Farmington Hills"
27340,"NC,Jacksonville"
76900,"NH ME,Portsmouth"
45780,"OH,Toledo"
33100,"FL,Miami Fort Lauderdale West Palm Beach"
38300,"PA,Pittsburgh"
78700,"CT,Waterbury"
71650,"MA NH,Boston Cambridge Nashua"
34060,"WV,Morgantown"
39740,"PA,Reading"
44300,"PA,State College"
13900,"ND,Bismarck"
33660,"AL,Mobile"
30860,"UT ID,Logan"
23900,"PA,Gettysburg"
30020,"OK,Lawton"
25860,"NC,Hickory Lenoir Morganton"
34740,"MI,Muskegon"
45940,"NJ,Trenton"
16940,"WY,Cheyenne"
28020,"MI,Kalamazoo Portage"
24340,"MI,Grand Rapids Wyoming"
24860,"SC,Greenville Anderson Mauldin"
28420,"WA,Kennewick Richland"
22180,"NC,Fayetteville"
92581,"MD,Baltimore City"
29740,"NM,Las Cruces"
21300,"NY,Elmira"
34900,"CA,Napa"
19820,"MI,Detroit Warren Dearborn"
46540,"NY,Utica Rome"
41700,"TX,San Antonio New Braunfels"
36100,"FL,Ocala"
13980,"VA,Blacksburg Christiansburg Radford"
12020,"GA,Athens Clarke County"
39460,"FL,Punta Gorda"
20100,"DE,Dover"
15940,"OH,Canton Massillon"
14540,"KY,Bowling Green"
36780,"WI,Oshkosh Neenah"
22140,"NM,Farmington"
29540,"PA,Lancaster"
18140,"OH,Columbus"
49660,"OH PA,Youngstown Warren Boardman"
46700,"CA,Vallejo Fairfield"
47220,"NJ,Vineland Bridgeton"
12100,"NJ,Atlantic City Hammonton"
33860,"AL,Montgomery"
32820,"TN MS AR,Memphis"
17300,"TN KY,Clarksville"
70900,"MA,Barnstable Town"
45460,"IN,Terre Haute"
41100,"UT,St. George"
19500,"IL,Decatur"
34620,"IN,Muncie"
39540,"WI,Racine"
19140,"GA,Dalton"
46060,"AZ,Tucson"
25020,"PR,Guayama"
27740,"TN,Johnson City"
29340,"LA,Lake Charles"
49180,"NC,Winston Salem"
19300,"AL,Daphne Fairhope Foley"
46520,"HI,Urban Honolulu"
17420,"TN,Cleveland"
41980,"PR,San Juan Carolina Caguas"
39580,"NC,Raleigh"
93561,"NY,New York City"
19100,"TX,Dallas Fort Worth Arlington"
20700,"PA,East Stroudsburg"
45220,"FL,Tallahassee"
14740,"WA,Bremerton Silverdale"
15500,"NC,Burlington"
33220,"MI,Midland"
40420,"IL,Rockford"
19124,"TX,Dallas Plano Irving"
22744,"FL,Fort Lauderdale Pompano Beach Deerfield Beach"
72400,"VT,Burlington South Burlington"
42700,"FL,Sebring"
11640,"PR,Arecibo"
43340,"LA,Shreveport Bossier City"
75700,"CT,New Haven"
42220,"CA,Santa Rosa"
46220,"AL,Tuscaloosa"
11244,"CA,Anaheim Santa Ana Irvine"
23540,"FL,Gainesville"
38660,"PR,Ponce"
33700,"CA,Modesto"
11540,"WI,Appleton"
36540,"NE IA,Omaha Council Bluffs"
27100,"MI,Jackson"
76450,"CT RI,Norwich New London Westerly"
19180,"IL,Danville"
33140,"IN,Michigan City La Porte"
46140,"OK,Tulsa"
22020,"ND MN,Fargo"
49020,"VA WV,Winchester"
74950,"NH,Manchester"
47940,"IA,Waterloo Cedar Falls"
28660,"TX,Killeen Temple"
41140,"MO KS,St. Joseph"
14020,"IN,Bloomington"
71654,"MA,Boston Cambridge Newton"
10380,"PR,Aguadilla Isabela"
27980,"HI,Kahului Wailuku Lahaina"
75550,"MA,New Bedford"
16580,"IL,Champaign Urbana"
42680,"FL,Sebastian Vero Beach"
12940,"LA,Baton Rouge"
15380,"NY,Buffalo Cheektowaga Niagara Falls"
43900,"SC,Spartanburg"
32900,"CA,Merced"
22660,"CO,Fort Collins"
92812,"KS,Kansas City"
41740,"CA,San Diego Carlsbad"
18580,"TX,Corpus Christi"
40220,"VA,Roanoke"
97961,"PA,Philadelphia City"
26900,"IN,Indianapolis Carmel Anderson"
78254,"MA,Taunton Middleborough Norton"
75404,"NH MA,Nashua"
27060,"NY,Ithaca"
39900,"NV,Reno"
18020,"IN,Columbus"
49740,"AZ,Yuma"
16620,"WV,Charleston"
23060,"IN,Fort Wayne"
78100,"MA CT,Springfield"
44420,"VA,Staunton Waynesboro"
43580,"IA NE SD,Sioux City"
31340,"VA,Lynchburg"
12260,"GA SC,Augusta Richmond County"
48700,"PA,Williamsport"
21660,"OR,Eugene"
